time,thrust
4.2814,65.73477262
4.2816,65.73477262
4.2818,65.73477262
4.282,65.73477262
4.2822,65.73477262
4.2824,65.69049519
4.2826,65.69049519
4.2828,65.69049519
4.283,65.69049519
4.2832,65.69049519
4.2834,65.69049519
4.2836,65.69049519
4.2838,65.69049519
4.284,65.69049519
4.2842,65.69049519
4.2844,65.73477262
4.2846,65.73477262
4.2848,65.73477262
4.285,65.77905006
4.2852,65.82332749
4.2854,65.86760493
4.2856,65.91188236
4.2858,65.9561598
4.286,66.00043723
4.2862,66.04471467
4.2864,66.0889921
4.2866,66.13326954
4.2868,66.13326954
4.287,66.0889921
4.2872,66.04471467
4.2874,66.00043723
4.2876,65.9561598
4.2878,65.91188236
4.288,65.86760493
4.2882,65.82332749
4.2884,65.77905006
4.2886,65.73477262
4.2888,65.73477262
4.289,65.73477262
4.2892,65.73477262
4.2894,65.73477262
4.2896,65.73477262
4.2898,65.73477262
4.29,65.73477262
4.2902,65.73477262
4.2904,65.73477262
4.2906,65.73477262
4.2908,65.73477262
4.291,65.73477262
4.2912,65.73477262
4.2914,65.73477262
4.2916,65.73477262
4.2918,65.73477262
4.292,65.73477262
4.2922,65.73477262
4.2924,65.73477262
4.2926,65.69049519
4.2928,65.64621775
4.293,65.64621775
4.2932,65.60194032
4.2934,65.60194032
4.2936,65.60194032
4.2938,65.60194032
4.294,65.60194032
4.2942,65.60194032
4.2944,65.60194032
4.2946,65.64621775
4.2948,65.69049519
4.295,65.64621775
4.2952,65.64621775
4.2954,65.60194032
4.2956,65.55766288
4.2958,65.51338545
4.296,65.42483058
4.2962,65.33627571
4.2964,65.24772084
4.2966,65.15916597
4.2968,65.0706111
4.297,65.02633366
4.2972,65.02633366
4.2974,65.02633366
4.2976,65.02633366
4.2978,65.02633366
4.298,65.02633366
4.2982,65.02633366
4.2984,65.02633366
4.2986,65.02633366
4.2988,65.02633366
4.299,65.02633366
4.2992,64.98205623
4.2994,64.93777879
4.2996,64.89350136
4.2998,64.84922392
4.3,64.84922392
4.3002,64.84922392
4.3004,64.84922392
4.3006,64.84922392
4.3008,64.84922392
4.301,64.84922392
4.3012,64.84922392
4.3014,64.84922392
4.3016,64.84922392
4.3018,64.84922392
4.302,64.84922392
4.3022,64.84922392
4.3024,64.84922392
